"","variable","Créditos Atrasados / Créditos Directos","Créditos Refinanciados y Reestructurados / Créditos Directos","Gastos de Operación / Margen Financiero Total","Periodo","mes","mes2"
"690","Proempresa",5.71,1.2,71.69,"2014","Julio","2014-07-31"
"691","Financiera.Nueva.Visión.",11.55,1.23,112.75,"2014","Julio","2014-07-31"
"692","Total Empresas Financieras",5.92,1.24,60.35,"2014","Julio","2014-07-31"
"693","CrediScotia",7.52,2.13,50.49,"2014","Agosto","2014-08-31"
"694","TFC",5.78,1.92,100.47,"2014","Agosto","2014-08-31"
"695","Edyficar",4.2,0.44,58.2,"2014","Agosto","2014-08-31"
"696","Compartamos Financiera",6.96,0.7,59.39,"2014","Agosto","2014-08-31"
"697","Confianza",3.81,1,77.66,"2014","Agosto","2014-08-31"
"698","Financiera Efectiva",4.34,0,56.56,"2014","Agosto","2014-08-31"
"699","Financiera Universal",8.53,4.25,80.67,"2014","Agosto","2014-08-31"
"700","Financiera Uno",6.42,3.26,69.52,"2014","Agosto","2014-08-31"
"701","America Financiera",0,0,344.68,"2014","Agosto","2014-08-31"
"702","Mitsui.Auto.Finance",10.28,0,45.99,"2014","Agosto","2014-08-31"
"703","Proempresa",5.48,1.21,71.55,"2014","Agosto","2014-08-31"
"704","Financiera.Nueva.Visión.",11.73,1.47,109.6,"2014","Agosto","2014-08-31"
"705","Total Empresas Financieras",6.02,1.24,60.16,"2014","Agosto","2014-08-31"
"706","CrediScotia",7.36,2.14,50.81,"2014","Septiembre","2014-09-30"
"707","TFC",5.4,0.84,89.65,"2014","Septiembre","2014-09-30"
"708","Edyficar",4.07,0.45,58.11,"2014","Septiembre","2014-09-30"
"709","Compartamos Financiera",7.04,0.75,59.13,"2014","Septiembre","2014-09-30"
"710","Confianza",3.54,1.06,77.54,"2014","Septiembre","2014-09-30"
"711","Financiera Efectiva",4.48,0,55.56,"2014","Septiembre","2014-09-30"
"712","Financiera Universal",8.41,4.46,80.95,"2014","Septiembre","2014-09-30"
"713","Financiera Uno",6.44,3.11,68.92,"2014","Septiembre","2014-09-30"
"714","America Financiera",0,0,283.08,"2014","Septiembre","2014-09-30"
"715","Mitsui.Auto.Finance",10.37,0,46.17,"2014","Septiembre","2014-09-30"
"716","Proempresa",5.54,1.22,71.71,"2014","Septiembre","2014-09-30"
"717","Financiera.Nueva.Visión.",11.82,1.49,106.85,"2014","Septiembre","2014-09-30"
"718","Total Empresas Financieras",5.91,1.22,59.96,"2014","Septiembre","2014-09-30"
