"","variable","Créditos Atrasados / Créditos Directos","Créditos Refinanciados y Reestructurados / Créditos Directos","Gastos de Operación / Margen Financiero Total","Periodo","mes","mes2"
"750","Falabella",3.37,2.41,48.06,"2012","Noviembre","2012-11-30"
"751","Santander",0.13,0.28,44.51,"2012","Noviembre","2012-11-30"
"752","Ripley",5.49,2.67,54.45,"2012","Noviembre","2012-11-30"
"753","Azteca",6.94,0,61.94,"2012","Noviembre","2012-11-30"
"754","Deutsche",0,0,39.27,"2012","Noviembre","2012-11-30"
"755","Cencosud",0.04,0,1617.36,"2012","Noviembre","2012-11-30"
"756","Total Banca",1.79,1,46.44,"2012","Noviembre","2012-11-30"
"757","BBVA",1.19,1.32,35.44,"2012","Diciembre","2012-12-31"
"758","B. del Comercio",2.18,1.97,62.31,"2012","Diciembre","2012-12-31"
"759","BCP",1.68,0.69,47.27,"2012","Diciembre","2012-12-31"
"760","B. Financiera",2,1.1,63.58,"2012","Diciembre","2012-12-31"
"761","BIF",0.99,0.9,57.22,"2012","Diciembre","2012-12-31"
"762","Scotiabank",1.77,0.84,39.36,"2012","Diciembre","2012-12-31"
"763","Citibank",1.67,1.42,62.56,"2012","Diciembre","2012-12-31"
"764","Interbank",1.84,0.68,46.26,"2012","Diciembre","2012-12-31"
"765","Mibanco",4.48,2.81,59.15,"2012","Diciembre","2012-12-31"
"766","GNB",2.8,0.58,86.49,"2012","Diciembre","2012-12-31"
"767","Falabella",3.38,2.49,48.04,"2012","Diciembre","2012-12-31"
"768","Santander",0.13,0.25,44.71,"2012","Diciembre","2012-12-31"
"769","Ripley",5.11,2.48,55.16,"2012","Diciembre","2012-12-31"
"770","Azteca",6.95,0,61.55,"2012","Diciembre","2012-12-31"
"771","Deutsche",0,0,42.49,"2012","Diciembre","2012-12-31"
"772","Cencosud",0.22,0,1276.1,"2012","Diciembre","2012-12-31"
"773","Total Banca",1.75,1,46.67,"2012","Diciembre","2012-12-31"
"774","BBVA",1.47,1.26,37.65,"2013","Enero","2013-01-31"
"775","B. del Comercio",2.48,1.93,68.35,"2013","Enero","2013-01-31"
"776","BCP",1.79,0.69,43.67,"2013","Enero","2013-01-31"
"777","B. Financiera",2.04,1.06,54.02,"2013","Enero","2013-01-31"
"778","BIF",1.17,0.8,58.96,"2013","Enero","2013-01-31"
"779","Scotiabank",1.74,0.68,35.88,"2013","Enero","2013-01-31"
"780","Citibank",1.85,1.37,77.76,"2013","Enero","2013-01-31"
"781","Interbank",1.94,0.73,51.71,"2013","Enero","2013-01-31"
"782","Mibanco",4.52,2.85,57.37,"2013","Enero","2013-01-31"
"783","GNB",2.76,0.61,81.05,"2013","Enero","2013-01-31"
"784","Falabella",3.4,2.71,57.81,"2013","Enero","2013-01-31"
"785","Santander",0.4,0,35.6,"2013","Enero","2013-01-31"
"786","Ripley",5.36,2.51,67.11,"2013","Enero","2013-01-31"
"787","Azteca",7.37,0,56.32,"2013","Enero","2013-01-31"
"788","Deutsche",0,0,48.78,"2013","Enero","2013-01-31"
"789","Cencosud",0.3,0,144.67,"2013","Enero","2013-01-31"
"790","Total Banca",1.88,0.96,46.32,"2013","Enero","2013-01-31"
"791","BBVA",1.5,1.25,37.56,"2013","Febrero","2013-02-28"
"792","B. del Comercio",2.53,1.93,64.56,"2013","Febrero","2013-02-28"
"793","BCP",1.83,0.68,46.97,"2013","Febrero","2013-02-28"
"794","B. Financiera",2.21,1.06,56.94,"2013","Febrero","2013-02-28"
"795","BIF",1.18,0.79,59.6,"2013","Febrero","2013-02-28"
"796","Scotiabank",1.75,0.65,39.58,"2013","Febrero","2013-02-28"
"797","Citibank",1.92,1.39,73.75,"2013","Febrero","2013-02-28"
"798","Interbank",1.91,0.72,49.42,"2013","Febrero","2013-02-28"
"799","Mibanco",4.63,2.81,58.66,"2013","Febrero","2013-02-28"
"800","GNB",2.76,0.65,89.95,"2013","Febrero","2013-02-28"
"801","Falabella",3.26,2.85,55.74,"2013","Febrero","2013-02-28"
"802","Santander",0.41,0,42.36,"2013","Febrero","2013-02-28"
"803","Ripley",5.69,2.47,63.52,"2013","Febrero","2013-02-28"
"804","Azteca",7.79,0,56.91,"2013","Febrero","2013-02-28"
"805","Deutsche",0,0,43.82,"2013","Febrero","2013-02-28"
"806","Cencosud",1.02,0,127.8,"2013","Febrero","2013-02-28"
"807","Total Banca",1.91,0.95,47.81,"2013","Febrero","2013-02-28"
"808","BBVA",1.52,1.31,36.97,"2013","Marzo","2013-03-31"
"809","B. del Comercio",1.9,1.45,64.05,"2013","Marzo","2013-03-31"
"810","BCP",1.98,0.67,46.54,"2013","Marzo","2013-03-31"
"811","B. Financiera",2.22,1.21,61.17,"2013","Marzo","2013-03-31"
"812","BIF",1.14,0.81,58.41,"2013","Marzo","2013-03-31"
"813","Scotiabank",1.83,0.66,39.95,"2013","Marzo","2013-03-31"
"814","Citibank",1.9,1.36,68.22,"2013","Marzo","2013-03-31"
"815","Interbank",1.94,0.7,46.79,"2013","Marzo","2013-03-31"
"816","Mibanco",5.01,2.75,56.96,"2013","Marzo","2013-03-31"
"817","GNB",2.77,0.61,83.2,"2013","Marzo","2013-03-31"
"818","Falabella",3.66,2.9,54.9,"2013","Marzo","2013-03-31"
"819","Santander",0.39,0,42.24,"2013","Marzo","2013-03-31"
"820","Ripley",6.02,2.39,63.38,"2013","Marzo","2013-03-31"
"821","Azteca",8.69,0,53.81,"2013","Marzo","2013-03-31"
"822","Deutsche",0,0,43,"2013","Marzo","2013-03-31"
"823","Cencosud",2.07,0,126.44,"2013","Marzo","2013-03-31"
"824","Total Banca",2,0.96,47.08,"2013","Marzo","2013-03-31"
"825","BBVA",1.68,1.29,37.02,"2013","Abril","2013-04-30"
"826","B. del Comercio",2.01,1.44,66.1,"2013","Abril","2013-04-30"
"827","BCP",2.03,0.68,46.52,"2013","Abril","2013-04-30"
"828","B. Financiera",2.37,1.26,62.18,"2013","Abril","2013-04-30"
"829","BIF",1.15,0.81,57.42,"2013","Abril","2013-04-30"
"830","Scotiabank",1.87,0.64,40.33,"2013","Abril","2013-04-30"
"831","Citibank",2.05,1.4,63.53,"2013","Abril","2013-04-30"
"832","Interbank",1.92,0.68,47.2,"2013","Abril","2013-04-30"
"833","Mibanco",5,2.81,57.21,"2013","Abril","2013-04-30"
"834","GNB",2.54,0.73,84.09,"2013","Abril","2013-04-30"
"835","Falabella",3.62,2.99,55.42,"2013","Abril","2013-04-30"
"836","Santander",0.54,0,39.05,"2013","Abril","2013-04-30"
"837","Ripley",5.61,2.42,63.71,"2013","Abril","2013-04-30"
"838","Azteca",9.46,0,54.78,"2013","Abril","2013-04-30"
"839","Deutsche",0,0,29.14,"2013","Abril","2013-04-30"
"840","Cencosud",3.63,0,128.69,"2013","Abril","2013-04-30"
"841","Total Banca",2.06,0.96,47.13,"2013","Abril","2013-04-30"
"842","BBVA",1.71,1.3,37.05,"2013","Mayo","2013-05-31"
"843","B. del Comercio",2.28,1.4,67.17,"2013","Mayo","2013-05-31"
"844","BCP",2.11,0.66,46.22,"2013","Mayo","2013-05-31"
"845","B. Financiera",2.38,1.23,62.96,"2013","Mayo","2013-05-31"
"846","BIF",1.19,0.8,55.84,"2013","Mayo","2013-05-31"
"847","Scotiabank",1.89,0.66,41.04,"2013","Mayo","2013-05-31"
"848","Citibank",2.06,1.41,60.91,"2013","Mayo","2013-05-31"
"849","Interbank",1.92,0.66,46.24,"2013","Mayo","2013-05-31"
"850","Mibanco",5.15,2.78,57.81,"2013","Mayo","2013-05-31"
"851","GNB",2.61,0.72,81.43,"2013","Mayo","2013-05-31"
"852","Falabella",3.65,2.97,55.66,"2013","Mayo","2013-05-31"
"853","Santander",0.38,0,38.84,"2013","Mayo","2013-05-31"
"854","Ripley",5.87,2.25,63.73,"2013","Mayo","2013-05-31"
"855","Azteca",9.59,0,53.14,"2013","Mayo","2013-05-31"
"856","Deutsche",0,0,28.61,"2013","Mayo","2013-05-31"
"857","Cencosud",4.92,0,128.06,"2013","Mayo","2013-05-31"
"858","Total Banca",2.1,0.95,46.94,"2013","Mayo","2013-05-31"
"859","BBVA",1.62,1.31,37.29,"2013","Junio","2013-06-30"
"860","B. del Comercio",1.83,1.38,67.64,"2013","Junio","2013-06-30"
"861","BCP",2.09,0.66,47.09,"2013","Junio","2013-06-30"
"862","B. Financiera",2.37,1.12,62.75,"2013","Junio","2013-06-30"
"863","BIF",1.2,0.89,54.9,"2013","Junio","2013-06-30"
"864","Scotiabank",1.85,0.65,41.05,"2013","Junio","2013-06-30"
"865","Citibank",2.36,1.44,65.84,"2013","Junio","2013-06-30"
"866","Interbank",1.87,0.66,47.17,"2013","Junio","2013-06-30"
"867","Mibanco",5.37,2.78,58.13,"2013","Junio","2013-06-30"
"868","GNB",2.55,0.68,79.6,"2013","Junio","2013-06-30"
"869","Falabella",3.63,2.9,55.21,"2013","Junio","2013-06-30"
"870","Santander",0.38,0,39.51,"2013","Junio","2013-06-30"
"871","Ripley",5.54,2.16,63.28,"2013","Junio","2013-06-30"
"872","Azteca",9.85,0,53.39,"2013","Junio","2013-06-30"
"873","Deutsche",0,0,30.02,"2013","Junio","2013-06-30"
"874","Cencosud",6.02,0,123.76,"2013","Junio","2013-06-30"
"875","Total Banca",2.06,0.94,47.48,"2013","Junio","2013-06-30"
"876","BBVA",1.74,1.36,37.08,"2013","Julio","2013-07-31"
"877","B. del Comercio",2.03,1.36,68.34,"2013","Julio","2013-07-31"
"878","BCP",2.1,0.64,46.88,"2013","Julio","2013-07-31"
"879","B. Financiera",2.34,1,61.88,"2013","Julio","2013-07-31"
"880","BIF",1.46,0.92,53.76,"2013","Julio","2013-07-31"
"881","Scotiabank",1.87,0.66,41.13,"2013","Julio","2013-07-31"
"882","Citibank",2.66,1.24,65.34,"2013","Julio","2013-07-31"
"883","Interbank",1.81,0.65,47.39,"2013","Julio","2013-07-31"
"884","Mibanco",5.54,2.74,57.95,"2013","Julio","2013-07-31"
"885","GNB",2.5,0.7,77.16,"2013","Julio","2013-07-31"
"886","Falabella",3.59,2.95,55.61,"2013","Julio","2013-07-31"
"887","Santander",0.39,0,38.71,"2013","Julio","2013-07-31"
"888","Ripley",5.36,2.18,62.77,"2013","Julio","2013-07-31"
"889","Azteca",9.87,0,53.81,"2013","Julio","2013-07-31"
"890","Deutsche",0,0,32.11,"2013","Julio","2013-07-31"
"891","Cencosud",7.01,0,123.93,"2013","Julio","2013-07-31"
"892","Total Banca",2.11,0.94,47.35,"2013","Julio","2013-07-31"
"893","BBVA",1.78,1.4,37.56,"2013","Agosto","2013-08-31"
"894","B. del Comercio",2.09,1.38,68.84,"2013","Agosto","2013-08-31"
"895","BCP",2.15,0.63,46.44,"2013","Agosto","2013-08-31"
"896","B. Financiera",2.23,1.21,62.06,"2013","Agosto","2013-08-31"
"897","BIF",1.29,1.08,53.3,"2013","Agosto","2013-08-31"
"898","Scotiabank",1.89,0.65,41.26,"2013","Agosto","2013-08-31"
"899","Citibank",1.9,1.2,67.39,"2013","Agosto","2013-08-31"
"900","Interbank",1.78,0.64,47.68,"2013","Agosto","2013-08-31"
"901","Mibanco",5.69,2.74,58.28,"2013","Agosto","2013-08-31"
"902","GNB",2.41,0.68,74.53,"2013","Agosto","2013-08-31"
"903","Falabella",3.6,2.9,55.91,"2013","Agosto","2013-08-31"
"904","Santander",0.43,0,38.14,"2013","Agosto","2013-08-31"
"905","Ripley",5.21,2.25,62.35,"2013","Agosto","2013-08-31"
"906","Azteca",9.8,0,53.51,"2013","Agosto","2013-08-31"
"907","Deutsche",0,0,34.27,"2013","Agosto","2013-08-31"
"908","Cencosud",4.99,0,119.29,"2013","Agosto","2013-08-31"
"909","Total Banca",2.11,0.95,47.38,"2013","Agosto","2013-08-31"
"910","BBVA",1.79,1.4,37.28,"2013","Septiembre","2013-09-30"
"911","B. del Comercio",1.69,1.09,68.12,"2013","Septiembre","2013-09-30"
"912","BCP",2.18,0.62,46.48,"2013","Septiembre","2013-09-30"
"913","B. Financiera",2.22,1.19,61.99,"2013","Septiembre","2013-09-30"
"914","BIF",1.32,0.9,52.88,"2013","Septiembre","2013-09-30"
"915","Scotiabank",1.88,0.44,39.76,"2013","Septiembre","2013-09-30"
"916","Citibank",1.9,1.19,66.24,"2013","Septiembre","2013-09-30"
"917","Interbank",1.78,0.64,47.9,"2013","Septiembre","2013-09-30"
"918","Mibanco",5.82,2.69,58.59,"2013","Septiembre","2013-09-30"
"919","GNB",2.44,0.66,73.85,"2013","Septiembre","2013-09-30"
"920","Falabella",3.66,2.87,56.47,"2013","Septiembre","2013-09-30"
"921","Santander",0.37,0,38.38,"2013","Septiembre","2013-09-30"
"922","Ripley",4.9,2.31,62.45,"2013","Septiembre","2013-09-30"
"923","Azteca",9.67,0,54.18,"2013","Septiembre","2013-09-30"
"924","Deutsche",0,0,32.86,"2013","Septiembre","2013-09-30"
"925","Cencosud",5.02,0,112.06,"2013","Septiembre","2013-09-30"
"926","Total Banca",2.12,0.9,47.08,"2013","Septiembre","2013-09-30"
"927","BBVA",1.82,1.44,37.11,"2013","Octubre","2013-10-31"
"928","B. del Comercio",1.87,1.08,67.5,"2013","Octubre","2013-10-31"
"929","BCP",2.23,0.61,46.3,"2013","Octubre","2013-10-31"
"930","B. Financiera",2.46,1.08,62.02,"2013","Octubre","2013-10-31"
"931","BIF",1.29,0.93,52.17,"2013","Octubre","2013-10-31"
"932","Scotiabank",2.01,0.43,39.85,"2013","Octubre","2013-10-31"
"933","Citibank",2,1.17,66.42,"2013","Octubre","2013-10-31"
"934","Interbank",1.77,0.63,48.17,"2013","Octubre","2013-10-31"
"935","Mibanco",5.94,2.64,58.47,"2013","Octubre","2013-10-31"
"936","GNB",2.31,0.88,73.81,"2013","Octubre","2013-10-31"
"937","Falabella",3.74,2.8,56.84,"2013","Octubre","2013-10-31"
"938","Santander",0.37,0,37.25,"2013","Octubre","2013-10-31"
"939","Ripley",5.03,2.29,61.47,"2013","Octubre","2013-10-31"
"940","Azteca",9.54,0,55.36,"2013","Octubre","2013-10-31"
"941","Deutsche",0,0,33.31,"2013","Octubre","2013-10-31"
"942","Cencosud",4.9,0.02,106.07,"2013","Octubre","2013-10-31"
"943","Total Banca",2.17,0.9,47.01,"2013","Octubre","2013-10-31"
"944","BBVA",1.81,1.44,36.9,"2013","Noviembre","2013-11-30"
"945","B. del Comercio",2.02,1.07,68.49,"2013","Noviembre","2013-11-30"
"946","BCP",2.26,0.62,46.05,"2013","Noviembre","2013-11-30"
"947","B. Financiera",2.38,1.18,62.38,"2013","Noviembre","2013-11-30"
"948","BIF",1.28,0.99,51.88,"2013","Noviembre","2013-11-30"
"949","Scotiabank",2.02,0.43,40.06,"2013","Noviembre","2013-11-30"
"950","Citibank",2.01,1.15,66.65,"2013","Noviembre","2013-11-30"
"951","Interbank",1.75,0.62,48.46,"2013","Noviembre","2013-11-30"
"952","Mibanco",6.05,2.59,58.69,"2013","Noviembre","2013-11-30"
"953","GNB",2.46,0.73,74.58,"2013","Noviembre","2013-11-30"
"954","Falabella",3.86,2.66,56.97,"2013","Noviembre","2013-11-30"
"955","Santander",0.36,0,37.28,"2013","Noviembre","2013-11-30"
"956","Ripley",5.12,2.24,62.14,"2013","Noviembre","2013-11-30"
"957","Azteca",9.43,0,55.31,"2013","Noviembre","2013-11-30"
"958","Deutsche",0,0,33.92,"2013","Noviembre","2013-11-30"
"959","Cencosud",4.86,0.06,102.34,"2013","Noviembre","2013-11-30"
"960","Total Banca",2.18,0.91,46.99,"2013","Noviembre","2013-11-30"
"961","BBVA",1.74,1.49,36.55,"2013","Diciembre","2013-12-31"
"962","B. del Comercio",1.72,1.05,66.95,"2013","Diciembre","2013-12-31"
"963","BCP",2.27,0.62,46.02,"2013","Diciembre","2013-12-31"
"964","B. Financiera",2.28,1.27,62.15,"2013","Diciembre","2013-12-31"
"965","BIF",1.33,1.07,52.02,"2013","Diciembre","2013-12-31"
"966","Scotiabank",2.06,0.43,40.14,"2013","Diciembre","2013-12-31"
"967","Citibank",1.98,1.1,66.68,"2013","Diciembre","2013-12-31"
"968","Interbank",1.75,0.63,48.84,"2013","Diciembre","2013-12-31"
"969","Mibanco",5.24,2.55,58.6,"2013","Diciembre","2013-12-31"
"970","GNB",2.43,0.73,73.34,"2013","Diciembre","2013-12-31"
"971","Falabella",3.84,2.42,58.37,"2013","Diciembre","2013-12-31"
"972","Santander",0.39,0,36.82,"2013","Diciembre","2013-12-31"
"973","Ripley",4.89,2.06,64.29,"2013","Diciembre","2013-12-31"
"974","Azteca",8.86,0,56.38,"2013","Diciembre","2013-12-31"
"975","Deutsche",0,0,39.72,"2013","Diciembre","2013-12-31"
"976","Cencosud",3.03,0.09,99.97,"2013","Diciembre","2013-12-31"
"977","Total Banca",2.14,0.92,47.05,"2013","Diciembre","2013-12-31"
"978","BBVA",1.99,1.46,39.76,"2014","Enero","2014-01-31"
"979","B. del Comercio",2.07,1,56.45,"2014","Enero","2014-01-31"
"980","BCP",2.36,0.6,38.4,"2014","Enero","2014-01-31"
"981","B. Financiera",2.35,1.25,65.34,"2014","Enero","2014-01-31"
"982","BIF",1.4,1.04,50.15,"2014","Enero","2014-01-31"
"983","Scotiabank",2.21,0.45,38.46,"2014","Enero","2014-01-31"
"984","Citibank",2.03,0.98,71.72,"2014","Enero","2014-01-31"
"985","Interbank",1.88,0.63,47.23,"2014","Enero","2014-01-31"
"986","Mibanco",5.5,2.48,60.88,"2014","Enero","2014-01-31"
"987","GNB",2.38,0.68,59.88,"2014","Enero","2014-01-31"
"988","Falabella",3.89,2.4,60.46,"2014","Enero","2014-01-31"
"989","Santander",0.37,0,39.7,"2014","Enero","2014-01-31"
"990","Ripley",5.33,2.04,63.58,"2014","Enero","2014-01-31"
"991","Azteca",8.82,0,48.49,"2014","Enero","2014-01-31"
"992","Deutsche",0,0,79.53,"2014","Enero","2014-01-31"
"993","Cencosud",4.4,0.11,79.42,"2014","Enero","2014-01-31"
"994","Total Banca",2.28,0.9,44.33,"2014","Enero","2014-01-31"
"995","BBVA",2.1,1.41,39.97,"2014","Febrero","2014-02-28"
"996","B. del Comercio",2.37,1.03,60.35,"2014","Febrero","2014-02-28"
"997","BCP",2.26,0.61,42.76,"2014","Febrero","2014-02-28"
"998","B. Financiera",2.64,1.21,65.42,"2014","Febrero","2014-02-28"
"999","BIF",1.55,1.03,52.44,"2014","Febrero","2014-02-28"
"1000","Scotiabank",2.28,0.46,39.97,"2014","Febrero","2014-02-28"
"1001","Citibank",1.98,0.94,73.58,"2014","Febrero","2014-02-28"
"1002","Interbank",1.91,0.63,47.54,"2014","Febrero","2014-02-28"
"1003","Mibanco",5.74,2.38,59.88,"2014","Febrero","2014-02-28"
"1004","GNB",2.2,0.95,65.79,"2014","Febrero","2014-02-28"
"1005","Falabella",3.61,2.33,62.17,"2014","Febrero","2014-02-28"
"1006","Santander",0.36,0,37.5,"2014","Febrero","2014-02-28"
"1007","Ripley",5.68,2.01,64.68,"2014","Febrero","2014-02-28"
"1008","Azteca",8.74,0,48.13,"2014","Febrero","2014-02-28"
"1009","Deutsche",0,0,90.95,"2014","Febrero","2014-02-28"
"1010","Cencosud",5.58,0.13,74.16,"2014","Febrero","2014-02-28"
"1011","ICBC",0,0,450.95,"2014","Febrero","2014-02-28"
"1012","Total Banca",2.3,0.89,46.46,"2014","Febrero","2014-02-28"
"1013","BBVA",2.03,1.39,38.48,"2014","Marzo","2014-03-31"
"1014","B. del Comercio",2.36,1.26,59.2,"2014","Marzo","2014-03-31"
"1015","BCP",2.42,0.61,42.11,"2014","Marzo","2014-03-31"
"1016","B. Financiera",2.63,1.28,62.99,"2014","Marzo","2014-03-31"
"1017","BIF",1.5,1.03,51.45,"2014","Marzo","2014-03-31"
"1018","Scotiabank",2.24,0.44,40.04,"2014","Marzo","2014-03-31"
"1019","Citibank",2.07,0.96,78.88,"2014","Marzo","2014-03-31"
"1020","Interbank",1.88,0.62,46.42,"2014","Marzo","2014-03-31"
"1021","Mibanco",5.96,2.34,58.11,"2014","Marzo","2014-03-31"
"1022","GNB",2.29,0.72,61.03,"2014","Marzo","2014-03-31"
"1023","Falabella",3.77,2.28,62.67,"2014","Marzo","2014-03-31"
"1024","Santander",0.37,0,36.74,"2014","Marzo","2014-03-31"
"1025","Ripley",6.22,1.91,62.79,"2014","Marzo","2014-03-31"
"1026","Azteca",8.96,0,44.73,"2014","Marzo","2014-03-31"
"1027","Deutsche",0,0,50.66,"2014","Marzo","2014-03-31"
"1028","Cencosud",3.22,0.12,74.77,"2014","Marzo","2014-03-31"
"1029","ICBC",0,0,376.86,"2014","Marzo","2014-03-31"
"1030","Total Banca",2.34,0.88,45.5,"2014","Marzo","2014-03-31"
"1031","BBVA",2.14,1.37,38.29,"2014","Abril","2014-04-30"
"1032","B. del Comercio",2.29,1.53,60.32,"2014","Abril","2014-04-30"
"1033","BCP",2.38,0.6,42.96,"2014","Abril","2014-04-30"
"1034","B. Financiera",2.84,1.21,61.36,"2014","Abril","2014-04-30"
"1035","BIF",1.55,1.12,51.57,"2014","Abril","2014-04-30"
"1036","Scotiabank",2.26,0.45,39.87,"2014","Abril","2014-04-30"
"1037","Citibank",2.07,0.92,77.42,"2014","Abril","2014-04-30"
"1038","Interbank",1.9,0.62,46.23,"2014","Abril","2014-04-30"
"1039","Mibanco",6.19,2.24,59.99,"2014","Abril","2014-04-30"
"1040","GNB",2.48,0.6,60.17,"2014","Abril","2014-04-30"
"1041","Falabella",3.68,2.26,62.98,"2014","Abril","2014-04-30"
"1042","Santander",0.34,0,38.25,"2014","Abril","2014-04-30"
"1043","Ripley",5.9,1.84,64.57,"2014","Abril","2014-04-30"
"1044","Azteca",9.08,0,45.01,"2014","Abril","2014-04-30"
"1045","Deutsche",0,0,52.97,"2014","Abril","2014-04-30"
"1046","Cencosud",4.07,0.13,74.55,"2014","Abril","2014-04-30"
"1047","ICBC",0,0,397.64,"2014","Abril","2014-04-30"
"1048","Total Banca",2.37,0.87,45.78,"2014","Abril","2014-04-30"
"1049","BBVA",2.24,1.4,38.07,"2014","Mayo","2014-05-31"
"1050","B. del Comercio",2.65,1.42,61.69,"2014","Mayo","2014-05-31"
"1051","BCP",2.45,0.6,43.32,"2014","Mayo","2014-05-31"
"1052","B. Financiera",3.13,1.11,61.45,"2014","Mayo","2014-05-31"
"1053","BIF",1.62,1.1,51.15,"2014","Mayo","2014-05-31"
"1054","Scotiabank",2.33,0.42,39.85,"2014","Mayo","2014-05-31"
"1055","Citibank",2.15,0.96,76.99,"2014","Mayo","2014-05-31"
"1056","Interbank",1.94,0.62,46.47,"2014","Mayo","2014-05-31"
"1057","Mibanco",6.43,2.21,64.45,"2014","Mayo","2014-05-31"
"1058","GNB",2.32,0.67,60.3,"2014","Mayo","2014-05-31"
"1059","Falabella",3.82,2.17,62.92,"2014","Mayo","2014-05-31"
"1060","Santander",0.33,0,37.78,"2014","Mayo","2014-05-31"
"1061","Ripley",5.31,1.68,63.47,"2014","Mayo","2014-05-31"
"1062","Azteca",9.28,0,43.71,"2014","Mayo","2014-05-31"
"1063","Deutsche",0,0,50.63,"2014","Mayo","2014-05-31"
"1064","Cencosud",4.56,0.23,73.7,"2014","Mayo","2014-05-31"
"1065","ICBC",0,0,875.65,"2014","Mayo","2014-05-31"
"1066","Total Banca",2.45,0.86,46,"2014","Mayo","2014-05-31"
"1067","BBVA",1.96,1.45,37.92,"2014","Junio","2014-06-30"
"1068","B. del Comercio",2.46,1.46,61.46,"2014","Junio","2014-06-30"
"1069","BCP",2.43,0.61,43.32,"2014","Junio","2014-06-30"
"1070","B. Financiera",2.97,1.24,60.97,"2014","Junio","2014-06-30"
"1071","BIF",1.57,1.18,51.08,"2014","Junio","2014-06-30"
"1072","Scotiabank",2.28,0.44,40.09,"2014","Junio","2014-06-30"
"1073","Citibank",2.12,0.94,75.4,"2014","Junio","2014-06-30"
"1074","Interbank",1.91,0.62,46.61,"2014","Junio","2014-06-30"
"1075","Mibanco",6.82,2.09,63.63,"2014","Junio","2014-06-30"
"1076","GNB",2.25,0.7,61.29,"2014","Junio","2014-06-30"
"1077","Falabella",3.77,2.15,62.76,"2014","Junio","2014-06-30"
"1078","Santander",0.4,0,37.95,"2014","Junio","2014-06-30"
"1079","Ripley",5.27,1.57,64.16,"2014","Junio","2014-06-30"
"1080","Azteca",9.76,0,43.02,"2014","Junio","2014-06-30"
"1081","Deutsche",0,0,49.11,"2014","Junio","2014-06-30"
"1082","Cencosud",3.39,0.35,72.33,"2014","Junio","2014-06-30"
"1083","ICBC",0,0,471.59,"2014","Junio","2014-06-30"
"1084","Total Banca",2.36,0.88,45.93,"2014","Junio","2014-06-30"
"1085","BBVA",2.26,1.44,38.18,"2014","Julio","2014-07-31"
"1086","B. del Comercio",2.23,1.42,61.07,"2014","Julio","2014-07-31"
"1087","BCP",2.39,0.6,42.73,"2014","Julio","2014-07-31"
"1088","B. Financiera",3.38,1.16,60.66,"2014","Julio","2014-07-31"
"1089","BIF",1.67,1.3,50.95,"2014","Julio","2014-07-31"
"1090","Scotiabank",2.33,0.48,39.83,"2014","Julio","2014-07-31"
"1091","Citibank",2.16,0.87,72.99,"2014","Julio","2014-07-31"
"1092","Interbank",1.94,0.63,46.47,"2014","Julio","2014-07-31"
"1093","Mibanco",7.1,2.01,63.73,"2014","Julio","2014-07-31"
"1094","GNB",2.21,0.62,61.61,"2014","Julio","2014-07-31"
"1095","Falabella",3.81,2.16,62.94,"2014","Julio","2014-07-31"
"1096","Santander",0.46,0,38.26,"2014","Julio","2014-07-31"
"1097","Ripley",5.06,1.51,65.11,"2014","Julio","2014-07-31"
"1098","Azteca",9.63,0,42.09,"2014","Julio","2014-07-31"
"1099","Deutsche",0,0,54.01,"2014","Julio","2014-07-31"
"1100","Cencosud",3.69,0.57,72.42,"2014","Julio","2014-07-31"
"1101","ICBC",0,0,482.7,"2014","Julio","2014-07-31"
"1102","Total Banca",2.44,0.88,45.68,"2014","Julio","2014-07-31"
"1103","BBVA",2.29,1.48,38.49,"2014","Agosto","2014-08-31"
"1104","B. del Comercio",2.5,1.55,61.39,"2014","Agosto","2014-08-31"
"1105","BCP",2.43,0.61,42.39,"2014","Agosto","2014-08-31"
"1106","B. Financiera",3.51,1.11,60.41,"2014","Agosto","2014-08-31"
"1107","BIF",1.5,1.61,50.9,"2014","Agosto","2014-08-31"
"1108","Scotiabank",2.32,0.47,40.07,"2014","Agosto","2014-08-31"
"1109","Citibank",2.19,0.88,71.75,"2014","Agosto","2014-08-31"
"1110","Interbank",1.91,0.63,46.65,"2014","Agosto","2014-08-31"
"1111","Mibanco",7.26,1.94,62.93,"2014","Agosto","2014-08-31"
"1112","GNB",2.03,0.6,61.67,"2014","Agosto","2014-08-31"
"1113","Falabella",3.85,2.1,62.87,"2014","Agosto","2014-08-31"
"1114","Santander",0.59,0,38.58,"2014","Agosto","2014-08-31"
"1115","Ripley",5.1,1.48,65.43,"2014","Agosto","2014-08-31"
"1116","Azteca",9.59,0,41.57,"2014","Agosto","2014-08-31"
"1117","Deutsche",0,0,46.44,"2014","Agosto","2014-08-31"
"1118","Cencosud",3.8,1.17,73.5,"2014","Agosto","2014-08-31"
"1119","ICBC",0,0,331.01,"2014","Agosto","2014-08-31"
"1120","Total Banca",2.46,0.9,45.6,"2014","Agosto","2014-08-31"
"1121","BBVA",2.27,1.6,38.46,"2014","Septiembre","2014-09-30"
"1122","B. del Comercio",2.79,1.66,60.33,"2014","Septiembre","2014-09-30"
"1123","BCP",2.37,0.63,42.26,"2014","Septiembre","2014-09-30"
"1124","B. Financiera",3.35,1.21,59.81,"2014","Septiembre","2014-09-30"
"1125","BIF",1.59,1.63,50.72,"2014","Septiembre","2014-09-30"
