"","variables","R. Cr�dito","R. Mercado","R. Operacional","Total","Patrimonio Efectivo","R. Capital Global","Periodo","Mes","Fecha"
"541","Scotiabank Perú (con sucursales en el exterior)",1795067.93,36875.07,64846.7,1896789.7,2276685.76,11.76,"2011","Abril",2011-04-30
"551","Citibank",254780.37,9245.95,25432.15,289458.47,559408.12,18.94,"2011","Abril",2011-04-30
"561","Interbank (con sucursales en el exterior)",1401483.48,32413.7,46544.74,1480441.92,2107588.35,13.95,"2011","Abril",2011-04-30
"571","Mibanco",361628.98,917.02,7876.55,370422.55,511612.87,13.54,"2011","Abril",2011-04-30
"581","HSBC Bank Perú",250394.76,6149.52,3984.6,260528.88,425378.71,16,"2011","Abril",2011-04-30
"591","B. Falabella Perú ",151112.9,223.66,25545.67,176882.23,289026.39,16.01,"2011","Abril",2011-04-30
"601","B. Santander Perú",95991.82,1460.51,1577.24,99029.57,185472.14,18.35,"2011","Abril",2011-04-30
"617","B. Ripley",93808.27,202.58,12326.8,106337.65,187680.71,17.3,"2011","Abril",2011-04-30
"622","B. Azteca Perú",25387.21,267.19,9940.59,35594.99,61375.79,16.9,"2011","Abril",2011-04-30
"632","Deutsche Bank Perú",32360.37,3367.08,1553.99,37281.44,123292.3,32.41,"2011","Abril",2011-04-30
"642"," TOTAL BANCA MÚLTIPLE",12002227.68,362639.52,487436.73,12852303.93,18028700.68,13.7471,"2011","Abril",2011-04-30
"651","B. Continental",2624413.53,67837.24,85854.29,2778105.06,4012301.37,14.15,"2011","Mayo",2011-05-31
"661","B. de Comercio  ",121815.18,552.93,6450.58,128818.69,147796.58,11.24,"2011","Mayo",2011-05-31
"671","B. de Crédito del Perú (con sucursales en el exterior)",4306622.65,157830.26,167270.89,4631723.8,6207755.04,13.13,"2011","Mayo",2011-05-31
"681","B. Financiero",285440.29,8934.81,16944.1,311319.2,401157.19,12.63,"2011","Mayo",2011-05-31
"691","B. Interamericano de Finanzas",352475.08,969.66,13745.31,367190.05,495396.54,13.22,"2011","Mayo",2011-05-31
"701","Scotiabank Perú (con sucursales en el exterior)",1814893.55,38073.29,65011.92,1917978.76,2309877.78,11.8,"2011","Mayo",2011-05-31
"717","Citibank",239167.71,9563.02,25138.26,273868.99,557411.39,19.95,"2011","Mayo",2011-05-31
"722","Interbank (con sucursales en el exterior)",1423248.2,15880.44,47139.78,1486268.42,2100210.88,13.85,"2011","Mayo",2011-05-31
"732","Mibanco",367566.32,214.49,8053.98,375834.79,510312.45,13.31,"2011","Mayo",2011-05-31
"742","HSBC Bank Perú",256790,8276.04,4150,269216.04,415921.64,15.14,"2011","Mayo",2011-05-31
"751","B. Falabella Perú ",157647.03,302.84,25834.88,183784.75,289892.08,15.46,"2011","Mayo",2011-05-31
"761","B. Santander Perú",100019.72,2200.54,1631.49,103851.75,185337.2,17.49,"2011","Mayo",2011-05-31
"771","B. Ripley",94399.15,171.4,12372.63,106943.18,187772.2,17.21,"2011","Mayo",2011-05-31
"781","B. Azteca Perú",26760.58,10.9,10185.12,36956.6,61135.28,16.21,"2011","Mayo",2011-05-31
"791","Deutsche Bank Perú",47032.23,3305.64,1783.32,52121.19,123292.3,23.18,"2011","Mayo",2011-05-31
"801"," TOTAL BANCA MÚLTIPLE",12218291.22,314123.5,491566.55,13023981.27,18005569.92,13.5484,"2011","Mayo",2011-05-31
"817","B. Continental",2641110.74,54155.77,86344.5,2781611.01,4009942.04,14.13,"2011","Junio",2011-06-30
"822","B. de Comercio  ",122306.03,307.24,6499.14,129112.41,148484.6,11.27,"2011","Junio",2011-06-30
"832","B. de Crédito del Perú (con sucursales en el exterior)",4178857.04,192686.54,168666.98,4540210.56,6266942.87,13.53,"2011","Junio",2011-06-30
"842","B. Financiero",287874.73,7261.73,17198.22,312334.68,405830.38,12.73,"2011","Junio",2011-06-30
"851","B. Interamericano de Finanzas",356438.88,663.26,13912.56,371014.7,500636.76,13.22,"2011","Junio",2011-06-30
"861","Scotiabank Perú (con sucursales en el exterior)",1786689.26,42095.01,65527.63,1894311.9,2260211.25,11.69,"2011","Junio",2011-06-30
"871","Citibank",224336.88,15375.88,24403.06,264115.82,555521.35,20.61,"2011","Junio",2011-06-30
"881","Interbank (con sucursales en el exterior)",1421548.32,21801.22,47702.06,1491051.6,2201528.94,14.47,"2011","Junio",2011-06-30
"891","Mibanco",373354.76,597.38,8219.78,382171.92,509915.75,13.08,"2011","Junio",2011-06-30
"901","HSBC Bank Perú",252065.63,8446.95,4270.9,264783.48,409290.39,15.15,"2011","Junio",2011-06-30
"917","B. Falabella Perú ",165855.13,221.14,26187.01,192263.28,311027.83,15.85,"2011","Junio",2011-06-30
"922","B. Santander Perú",102977.8,3625.79,1675.06,108278.65,218483.81,19.77,"2011","Junio",2011-06-30
"932","B. Ripley",101373.24,177.41,12411.37,113962.02,188663.04,16.22,"2011","Junio",2011-06-30
"942","B. Azteca Perú",27787.91,23.23,10434.38,38245.52,64171.94,16.44,"2011","Junio",2011-06-30
"951","Deutsche Bank Perú",31747.92,6444.61,1973.48,40166.01,123292.3,30.08,"2011","Junio",2011-06-30
"961"," TOTAL BANCA MÚLTIPLE",12074324.27,353883.16,495426.13,12923633.56,18173943.25,13.7813,"2011","Junio",2011-06-30
"971","B. Continental",2882723.43,74265.6,108984.44,3065973.47,4027237.33,13.14,"2011","Julio",2011-07-31
"981","B. de Comercio  ",127887.49,877.25,8219.35,136984.09,150312.44,10.97,"2011","Julio",2011-07-31
"991","B. de Crédito del Perú (con sucursales en el exterior)",4474139.58,92489.98,213288.78,4779918.34,6284368.7,13.15,"2011","Julio",2011-07-31
"1001","B. Financiero",306763.88,8150.58,21860.7,336775.16,412121.27,12.2373,"2011","Julio",2011-07-31
"1017","B. Interamericano de Finanzas",389569.02,524.88,17578.75,407672.65,508565.33,12.47,"2011","Julio",2011-07-31
"1022","Scotiabank Perú (con sucursales en el exterior)",1935562.56,36814.98,82428.34,2054805.88,2263409.13,11.02,"2011","Julio",2011-07-31
"1032","Citibank",252459.37,10671.87,30888.89,294020.13,558437.37,18.99,"2011","Julio",2011-07-31
"1042","Interbank (con sucursales en el exterior)",1500674.11,13016.39,60267.7,1573958.2,2340325.7,14.87,"2011","Julio",2011-07-31
"1051","Mibanco",387641.03,2173.01,10474.16,400288.2,510378.14,12.75,"2011","Julio",2011-07-31
"1061","HSBC Bank Perú",262746.86,9744.28,5474.35,277965.49,406629.43,14.63,"2011","Julio",2011-07-31
"1071","B. Falabella Perú ",176691.23,526.8,33111.48,210329.51,311900.07,14.83,"2011","Julio",2011-07-31
"1081","B. Santander Perú",110244.84,578.17,2191.25,113014.26,218862.58,19.37,"2011","Julio",2011-07-31
"1091","B. Ripley",103341.4,229.72,15580.58,119151.7,188657.14,15.83,"2011","Julio",2011-07-31
"1101","B. Azteca Perú",29801.86,84.05,13409.9,43295.81,66953.87,15.46,"2011","Julio",2011-07-31
"1117","Deutsche Bank Perú",57726.41,5596.51,2472.81,65795.73,123292.3,18.74,"2011","Julio",2011-07-31
"1122"," TOTAL BANCA MÚLTIPLE",12997973.07,255744.07,626231.48,13879948.62,18371450.8,13.236,"2011","Julio",2011-07-31
"1132","B. Continental",2918517.08,56082.63,109672.26,3084271.97,4030195.96,13.07,"2011","Agosto",2011-08-31
"1142","B. de Comercio  ",127567.12,808.09,8292.99,136668.2,151395.28,11.08,"2011","Agosto",2011-08-31
